candidate_rank,ID,Name,Role,decision,predicted_decision,prediction_confidence,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills_text,missing_skills_text,explanation_summary
4765,shawge968,Shawn Gentry,AI Researcher,select,select,54.23,0.0,6.38,3.83,54.23,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4766,deviro580,Devin Romero,UX Designer,select,select,51.35,0.0,8.54,5.12,51.35,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4767,lisaga385,Lisa Garza,Mobile App Developer,select,reject,50.48,0.0,9.86,5.92,49.52,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4768,felism920,Felicia Smith,Content Writer,select,select,52.47,0.0,7.68,4.61,52.47,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4769,andrva806,Andrea Vasquez,Cloud Engineer,select,select,56.61,0.0,4.63,2.78,56.61,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4770,daviro208,David Roach,AI Researcher,reject,select,56.14,0.0,4.98,2.99,56.14,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4771,susawi306,Susan Williams,Robotics Engineer,select,select,53.97,0.0,6.57,3.94,53.97,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4772,melida624,Melissa Davidson,Full Stack Developer,select,select,59.61,0.0,2.42,1.45,59.61,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4773,dalewy134,Dale Wyatt,Mobile App Developer,select,select,50.48,0.0,9.17,5.5,50.48,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4774,rivash0325,naksh reddy,software engineer,select,select,56.64,0.0,4.62,2.77,56.64,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4775,savasm145,Savannah Smith,Cloud Architect,reject,select,52.58,0.0,7.62,4.57,52.58,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4776,charpa428,Charles Padilla,Blockchain Developer,reject,select,51.57,0.0,8.36,5.02,51.57,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4777,jenncu932,Jenna Curry,Data Scientist,reject,select,56.74,0.0,4.52,2.71,56.74,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4778,briaph163,Brian Phillips,Blockchain Developer,select,select,53.08,0.0,7.23,4.34,53.08,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4779,michda290,Michael Davenport,DevOps Engineer,reject,select,55.4,0.0,5.51,3.31,55.4,12.57,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4780,lindmi784,Lindsey Miller,Product Manager,reject,select,56.42,0.0,4.72,2.83,56.42,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4781,lisaho706,Lisa Ho,IT Support Specialist,reject,select,50.34,0.0,9.23,5.54,50.34,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4782,adamja363,Adam Jackson,IT Support Specialist,reject,select,50.2,0.0,9.33,5.6,50.2,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4783,jamiwh116,Jamie Wheeler,Product Manager,select,select,54.57,0.0,6.09,3.65,54.57,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4784,chriba924,Christopher Barker,Data Architect,select,select,50.85,0.0,8.87,5.32,50.85,12.56,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
4785,jamech371,James Chavez,UX Designer,select,reject,50.05,0.0,9.5,5.7,49.95,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4786,KotaSai49,Praneel Khandelwal,Project Manager,reject,reject,51.11,0.0,10.31,6.19,48.89,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4787,robero926,Robert Rose,IT Support Specialist,select,select,50.62,0.0,9.01,5.41,50.62,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4788,trevma457,Trevor Marquez,System Administrator,select,select,54.53,0.0,6.12,3.67,54.53,12.56,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
4789,harima155,Amara,Data Scientist,reject,select,55.87,0.0,5.15,3.09,55.87,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4790,bianli166,Bianca Little,System Administrator,reject,select,55.33,0.0,5.52,3.31,55.33,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4791,joseac257,Joseph Acevedo,Robotics Engineer,select,reject,50.13,0.0,9.59,5.75,49.87,12.56,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4792,hectro864,Hector Rodriguez,UX Designer,reject,reject,52.25,0.0,11.12,6.67,47.75,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4793,KotaSai136,Nakul Seth,Software Developer,select,select,56.85,0.0,4.37,2.62,56.85,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4794,billwa451,Billy Watson,Software Engineer,reject,select,55.82,0.0,5.12,3.07,55.82,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4795,howare917,Howard Reid,UI Engineer,select,select,55.39,0.0,5.45,3.27,55.39,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4796,collmo519,Colleen Mosley,Data Engineer,select,select,56.15,0.0,4.88,2.93,56.15,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4797,laurat144,Lauren Atkins,Data Analyst,select,select,56.25,0.0,4.82,2.89,56.25,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4798,lawrho508,Lawrence Hogan,Data Scientist,select,select,56.47,0.0,4.65,2.79,56.47,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4799,tifffe812,Tiffany Fernandez,Blockchain Developer,reject,select,50.87,0.0,8.78,5.27,50.87,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4800,chrioc325,Christopher Oconnor,AI Researcher,reject,select,51.88,0.0,8.07,4.84,51.88,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4801,rivash0091,manav joshi,software engineer,select,select,60.77,0.0,1.49,0.89,60.77,12.55,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4802,connga457,Connor Garcia,IT Support Specialist,select,select,50.65,0.0,8.97,5.38,50.65,12.55,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
4803,annesc175,Annette Schneider,Data Engineer,select,select,57.02,0.0,4.22,2.53,57.02,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4804,destse530,Destiny Sexton,DevOps Engineer,select,select,55.98,0.0,4.97,2.98,55.98,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4805,denndu547,Dennis Duran,Content Writer,reject,reject,51.21,0.0,10.31,6.19,48.79,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4806,michbr345,Michael Brown,Data Scientist,select,select,57.4,0.0,3.93,2.36,57.4,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4807,patrha446,Patrick Hall,Full Stack Developer,reject,reject,51.69,0.0,10.65,6.39,48.31,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4808,shanma398,Shannon Martin,Cybersecurity Analyst,select,select,56.57,0.0,4.53,2.72,56.57,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4809,mattha496,Matthew Hardy,Robotics Engineer,reject,select,53.19,0.0,7.04,4.22,53.19,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4810,jessco779,Jesse Combs,UI Engineer,select,select,55.48,0.0,5.35,3.21,55.48,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4811,alexna516,Alexander Nash,Business Analyst,reject,select,54.09,0.0,6.38,3.83,54.09,12.54,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
4812,davigu347,David Guzman,Data Architect,reject,select,55.69,0.0,5.18,3.11,55.69,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4813,andrjo617,Andrea Jones,Database Administrator,reject,select,52.35,0.0,7.69,4.61,52.35,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4814,tinaga365,Tina Garcia,Data Architect,reject,select,52.49,0.0,7.55,4.53,52.49,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4815,stacba887,Stacy Bates,Blockchain Developer,reject,select,53.56,0.0,6.78,4.07,53.56,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4816,marism266,marissa smith,ui engineer,select,reject,56.64,0.0,14.31,8.59,43.36,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4817,krisbe478,Kristin Bennett,Data Architect,select,select,53.26,0.0,6.98,4.19,53.26,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4818,vanewa311,Vanessa Wallace,Cybersecurity Analyst,reject,select,54.94,0.0,5.75,3.45,54.94,12.54,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
4819,jefflo577,Jeffrey Long,Cloud Engineer,select,select,52.22,0.0,7.77,4.66,52.22,12.54,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
4820,beckbl454,becky black,product manager,reject,reject,59.53,0.0,16.46,9.88,40.47,12.54,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
4821,leonha440,Leonard Hawkins,Digital Marketing Specialist,reject,select,51.53,0.0,8.27,4.96,51.53,12.54,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
4822,jorgcl573,Jorge Clark,QA Engineer,reject,select,54.3,0.0,6.23,3.74,54.3,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4823,kellma994,Kelly Mack,Data Scientist,select,select,56.11,0.0,4.87,2.92,56.11,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4824,chrini207,Christina Nicholson,Database Administrator,select,select,53.64,0.0,6.71,4.03,53.64,12.54,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4825,harima38,Isabella,Data Scientist,reject,select,56.69,0.0,4.41,2.65,56.69,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4826,rivash0974,grishm sahu,ui designer,select,select,61.78,0.0,0.63,0.38,61.78,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4827,rivash0282,mythily kumar,data engineer,select,select,58.43,0.0,3.14,1.88,58.43,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4828,janega985,Janet Garza,QA Engineer,select,select,53.77,0.0,6.56,3.94,53.77,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4829,amanth831,Amanda Thompson,E-commerce Specialist,select,select,53.73,0.0,6.6,3.96,53.73,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4830,verowi377,Veronica Williams,QA Engineer,reject,select,54.74,0.0,5.86,3.52,54.74,12.53,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
4831,johnma754,John Marks,Data Engineer,reject,select,56.09,0.0,4.86,2.92,56.09,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
4832,meliva484,Melissa Vargas,System Administrator,select,select,52.92,0.0,7.22,4.33,52.92,12.53,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
