final_rank,ID,Name,Role,text_similarity_score,skill_match_score,selection_probability,final_match_score,final_recommendation,matched_skills_text,missing_skills_text
3711,tylebe211,Tyler Bennett,Digital Marketing Specialist,10.35,0.0,46.56,22.12,Not Recommended,None,None
3712,kareca266,Karen Cantrell,Human Resources Specialist,9.06,0.0,51.97,22.11,Not Recommended,None,None
3713,laurma265,Laura Mann,Business Analyst,6.99,0.0,60.68,22.11,Not Recommended,None,None
3714,halebl959,Haley Blankenship,UI Engineer,5.52,0.0,66.87,22.11,Not Recommended,None,None
3715,carlca179,Carl Carlson,Digital Marketing Specialist,10.93,0.0,44.08,22.11,Not Recommended,None,None
3716,rivash0444,oni gupta,software engineer,10.94,0.0,44.05,22.11,Not Recommended,None,None
3717,ashlsa311,Ashley Santos,Cloud Architect,7.7,0.0,57.7,22.11,Not Recommended,None,None
3718,angest291,Angela Stephenson,Full Stack Developer,9.14,0.0,51.61,22.11,Not Recommended,None,None
3719,angeri557,Angela Riddle,Content Writer,8.63,0.0,53.77,22.11,Not Recommended,None,None
3720,haroca775,Harold Caldwell,QA Engineer,7.47,0.0,58.65,22.11,Not Recommended,None,None
3721,kyliha172,Kylie Haynes,AR/VR Developer,8.3,0.0,55.16,22.11,Not Recommended,None,None
3722,harima67,Maya,Data Analyst,7.03,0.0,60.48,22.1,Not Recommended,None,None
3723,spenbr467,Spencer Bryant,Robotics Engineer,9.08,0.0,51.83,22.1,Not Recommended,None,None
3724,charfl864,Charles Flores,Digital Marketing Specialist,9.13,0.0,51.64,22.1,Not Recommended,None,None
3725,belije195,Belinda Jenkins,Database Administrator,8.05,0.0,56.19,22.1,Not Recommended,None,machine learning
3726,jorgki504,Jorge Kidd,Cloud Engineer,7.66,0.0,57.83,22.1,Not Recommended,None,None
3727,patrgr422,Patricia Gray,E-commerce Specialist,5.75,0.0,65.82,22.09,Not Recommended,None,None
3728,U_10,James,UI Designer,8.63,0.0,53.7,22.09,Not Recommended,None,None
3729,juliga143,Julie Garcia,Game Developer,14.04,0.0,30.93,22.09,Not Recommended,None,None
3730,nicoma196,Nicole Malone,UX Designer,8.8,0.0,52.98,22.09,Not Recommended,None,None
3731,ericca825,Eric Carney,Blockchain Developer,7.95,0.0,56.56,22.09,Not Recommended,None,None
3732,U_200,Noah,Data Engineer,5.48,0.0,66.94,22.08,Not Recommended,None,None
3733,heidcl313,Heidi Clark,Blockchain Developer,8.35,0.0,54.83,22.08,Not Recommended,None,None
3734,shawca294,Shawn Calderon,Full Stack Developer,11.27,0.0,42.55,22.08,Not Recommended,None,None
3735,melipa615,Melissa Patterson,Full Stack Developer,10.57,0.0,45.49,22.08,Not Recommended,None,None
3736,miawh112,Mia White,Human Resources Specialist,9.8,0.0,48.76,22.08,Not Recommended,None,None
3737,terryo914,Terry Young,Digital Marketing Specialist,9.75,0.0,48.97,22.08,Not Recommended,None,None
3738,alexcr740,Alexandra Cruz,Blockchain Developer,8.98,0.0,52.19,22.08,Not Recommended,None,None
3739,madibr587,Madison Brennan,Business Analyst,8.26,0.0,55.24,22.08,Not Recommended,None,None
3740,patrdo456,Patrick Doyle,Blockchain Developer,8.74,0.0,53.18,22.07,Not Recommended,None,None
3741,saramo401,Sarah Morales,Business Analyst,8.58,0.0,53.85,22.07,Not Recommended,None,None
3742,kimbsc311,Kimberly Schultz,Mobile App Developer,9.92,0.0,48.19,22.07,Not Recommended,None,None
3743,thomwi775,Thomas Williamson,Digital Marketing Specialist,10.12,0.0,47.35,22.07,Not Recommended,None,None
3744,ambewi591,Amber Willis,UX Designer,9.37,0.0,50.52,22.07,Not Recommended,None,None
3745,julica631,Julie Campbell,System Administrator,9.29,0.0,50.86,22.07,Not Recommended,None,None
3746,robefr226,robert frazier,software engineer,11.28,0.0,42.47,22.07,Not Recommended,None,None
3747,gregbu580,Gregory Burke,IT Support Specialist,8.45,0.0,54.35,22.06,Not Recommended,None,None
3748,criswh559,Cristian White,UX Designer,9.13,0.0,51.51,22.06,Not Recommended,None,data science
3749,jennza192,Jennifer Zamora,Human Resources Specialist,9.35,0.0,50.56,22.06,Not Recommended,None,None
3750,harima151,Emma,Data Analyst,7.28,0.0,59.27,22.06,Not Recommended,None,None
3751,jamech371,James Chavez,UX Designer,9.5,0.0,49.95,22.06,Not Recommended,None,None
3752,alexro420,Alexis Robles,Robotics Engineer,11.7,0.0,40.64,22.05,Not Recommended,None,None
3753,tiffba785,Tiffany Bailey,IT Support Specialist,10.34,0.0,46.35,22.05,Not Recommended,None,None
3754,donaro837,Donald Rose,Cybersecurity Analyst,7.62,0.0,57.77,22.04,Not Recommended,None,None
3755,ryanba493,Ryan Baker,Data Architect,6.55,0.0,62.28,22.04,Not Recommended,None,None
3756,laurho675,Laura Hodge,Mobile App Developer,9.21,0.0,51.04,22.03,Not Recommended,None,data analysis
3757,donaad661,Donald Adams,IT Support Specialist,9.57,0.0,49.53,22.03,Not Recommended,None,None
3758,johnmo408,John Moore,Human Resources Specialist,9.13,0.0,51.38,22.03,Not Recommended,None,data analysis
3759,shanto819,Shannon Torres,Mobile App Developer,10.16,0.0,47.04,22.03,Not Recommended,None,None
3760,joeho358,Joe Hopkins,QA Engineer,4.13,0.0,72.4,22.02,Not Recommended,None,None
3761,therma846,Theresa Martin,Human Resources Specialist,9.23,0.0,50.93,22.02,Not Recommended,None,None
3762,charmo252,Charles Morris,Human Resources Specialist,9.51,0.0,49.77,22.02,Not Recommended,None,None
3763,nicoan584,Nicole Andrade,UX Designer,9.37,0.0,50.35,22.02,Not Recommended,None,None
3764,cathda225,Cathy Davis,Blockchain Developer,8.87,0.0,52.43,22.02,Not Recommended,None,None
3765,ruthca536,Ruth Carr,Data Architect,7.08,0.0,59.93,22.01,Not Recommended,None,None
3766,robepa968,Robert Parrish,Cloud Architect,8.23,0.0,55.12,22.01,Not Recommended,None,None
3767,thomla295,Thomas Landry,QA Engineer,10.97,0.0,43.57,22.01,Not Recommended,None,None
3768,ronawa187,Ronald Wagner,UI Engineer,9.83,0.0,48.36,22.01,Not Recommended,None,None
3769,corywr180,Cory Wright,DevOps Engineer,9.04,0.0,51.67,22.0,Not Recommended,None,None
3770,josewi333,Joseph Wilson,IT Support Specialist,11.06,0.0,43.16,22.0,Not Recommended,None,None
3771,jameda252,James Davis,Database Administrator,7.37,0.0,58.7,22.0,Not Recommended,None,None
3772,nicoha847,Nicole Hancock,Blockchain Developer,8.51,0.0,53.85,21.99,Not Recommended,None,None
3773,angeco283,Angela Cook,Business Analyst,7.54,0.0,57.95,21.99,Not Recommended,None,None
3774,cathed878,Catherine Edwards,Robotics Engineer,7.16,0.0,59.53,21.99,Not Recommended,None,None
3775,andrsi746,Andrew Simon,Full Stack Developer,10.33,0.0,46.21,21.99,Not Recommended,None,None
3776,chadlu544,Chad Lucero,IT Support Specialist,8.14,0.0,55.38,21.98,Not Recommended,None,data science
3777,michhe119,Michael Hernandez,Digital Marketing Specialist,10.3,0.0,46.3,21.98,Not Recommended,None,None
3778,markco109,Mark Coleman,Digital Marketing Specialist,10.35,0.0,46.06,21.98,Not Recommended,None,None
3779,kurtvi181,Kurt Villa,Software Engineer,10.61,0.0,44.99,21.98,Not Recommended,None,None
3780,rivash0493,kamna singh,software engineer,8.83,0.0,52.48,21.98,Not Recommended,None,None
3781,pennhi483,Penny Hill,IT Support Specialist,9.0,0.0,51.74,21.97,Not Recommended,None,None
3782,daniga631,Danielle Gardner,UI Engineer,9.01,0.0,51.68,21.97,Not Recommended,None,None
3783,verosa240,Veronica Sanders,IT Support Specialist,8.55,0.0,53.62,21.97,Not Recommended,None,None
3784,megake204,Megan Kemp,Robotics Engineer,7.91,0.0,56.31,21.97,Not Recommended,None,None
3785,kareho193,Karen Hoover,AR/VR Developer,8.79,0.0,52.61,21.97,Not Recommended,None,None
3786,jonjo243,Jon Johnson,Mobile App Developer,9.51,0.0,49.59,21.97,Not Recommended,None,data analysis
3787,monida787,Monica Davidson,AR/VR Developer,13.1,0.0,34.47,21.97,Not Recommended,None,None
3788,timowa304,Timothy Washington,System Administrator,7.82,0.0,56.68,21.97,Not Recommended,None,None
3789,kathda354,Kathryn Dalton,Digital Marketing Specialist,8.67,0.0,53.07,21.96,Not Recommended,None,data science
3790,briajo206,Brian Jordan,Content Writer,8.23,0.0,54.94,21.96,Not Recommended,None,data analysis
3791,rivash0431,gina mishra,ui designer,8.98,0.0,51.77,21.96,Not Recommended,None,None
3792,veroch991,Veronica Christensen,QA Engineer,2.59,0.0,78.67,21.96,Not Recommended,None,None
3793,martma575,Martin May,Digital Marketing Specialist,10.84,0.0,43.9,21.95,Not Recommended,None,None
3794,raymfe518,Raymond Ferguson,Cybersecurity Analyst,7.41,0.0,58.35,21.95,Not Recommended,None,data science
3795,sydned492,Sydney Edwards,Human Resources Specialist,9.63,0.0,49.01,21.95,Not Recommended,None,None
3796,rivash0461,forum ghosh,data engineer,10.64,0.0,44.74,21.95,Not Recommended,None,None
3797,rivash0495,gina soni,data analyst,9.63,0.0,48.99,21.95,Not Recommended,None,None
3798,gregtu726,Gregory Turner,Blockchain Developer,7.8,0.0,56.71,21.95,Not Recommended,None,None
3799,thomwa334,Thomas Walls,System Administrator,6.58,0.0,61.85,21.95,Not Recommended,None,None
3800,kellri763,Kelly Riggs,IT Support Specialist,7.73,0.0,56.96,21.94,Not Recommended,None,data science
3801,elizjo330,Elizabeth Jones,UX Designer,8.02,0.0,55.76,21.94,Not Recommended,None,None
3802,zachhe956,Zachary Herman,IT Support Specialist,7.23,0.0,59.08,21.94,Not Recommended,None,None
3803,carlwa173,Carlos Walker,Human Resources Specialist,10.22,0.0,46.44,21.93,Not Recommended,None,None
3804,jasoat333,Jason Atkinson,Blockchain Developer,8.56,0.0,53.43,21.93,Not Recommended,None,None
3805,KotaSai59,Gina Gupta,Project Manager,10.05,0.0,47.15,21.93,Not Recommended,None,None
3806,seanro936,Sean Rodriguez,QA Engineer,5.45,0.0,66.52,21.93,Not Recommended,None,None
3807,rogemi636,Roger Miller,AR/VR Developer,8.18,0.0,55.03,21.93,Not Recommended,None,None
3808,trevtu869,Trevor Turner,IT Support Specialist,8.14,0.0,55.22,21.93,Not Recommended,None,None
3809,adamja363,Adam Jackson,IT Support Specialist,9.33,0.0,50.2,21.93,Not Recommended,None,None
3810,krisan699,Kristen Andrews,Human Resources Specialist,9.9,0.0,47.8,21.93,Not Recommended,None,None
3811,katibu234,Katie Buck,Cloud Architect,7.49,0.0,57.92,21.92,Not Recommended,None,None
3812,diamyo828,Diamond Young,UX Designer,8.53,0.0,53.54,21.92,Not Recommended,None,data science
3813,lisaja883,Lisa Jackson,AI Researcher,7.58,0.0,57.52,21.92,Not Recommended,None,None
3814,chadjo259,Chad Johnson,UI Engineer,10.25,0.0,46.3,21.92,Not Recommended,None,machine learning
3815,michha740,Michael Harris,Cloud Engineer,7.12,0.0,59.47,21.92,Not Recommended,None,None
3816,melibr912,Melissa Brewer,Blockchain Developer,10.39,0.0,45.68,21.91,Not Recommended,None,None
3817,jamiro890,Jamie Rowe,Cloud Architect,8.08,0.0,55.37,21.91,Not Recommended,None,None
3818,rivash0155,ilesh sharma,product manager,6.19,0.0,63.34,21.91,Not Recommended,None,None
3819,domicl875,Dominic Clark,Mobile App Developer,9.6,0.0,48.98,21.91,Not Recommended,None,None
3820,rivash0200,pratiti das,ui designer,8.67,0.0,52.92,21.91,Not Recommended,None,None
3821,toddba230,Todd Barnes Jr.,UX Designer,8.69,0.0,52.82,21.91,Not Recommended,None,None
3822,laurco967,Laurie Combs,Human Resources Specialist,9.39,0.0,49.85,21.9,Not Recommended,None,None
3823,loriwe234,Lori Weaver,Digital Marketing Specialist,8.84,0.0,52.14,21.9,Not Recommended,None,None
3824,patrat399,Patricia Atkins,UI Engineer,6.03,0.0,63.98,21.9,Not Recommended,None,None
3825,richfr262,richard fry,software engineer,12.16,0.0,38.19,21.9,Not Recommended,None,python
3826,rivash0914,hans choudhury,data scientist,9.43,0.0,49.63,21.89,Not Recommended,None,None
3827,jennfi565,Jennifer Fitzpatrick,IT Support Specialist,10.14,0.0,46.66,21.89,Not Recommended,None,None
3828,U_197,Noah,Software Engineer,6.51,0.0,61.92,21.89,Not Recommended,None,None
3829,natajo499,Natalie Johnson,Robotics Engineer,8.14,0.0,55.07,21.89,Not Recommended,None,None
3830,trevki838,Trevor King,Content Writer,9.09,0.0,51.05,21.89,Not Recommended,None,None
3831,rivash0713,oni basu,ui designer,8.32,0.0,54.3,21.89,Not Recommended,None,None
3832,laurbr819,Lauren Brown,Blockchain Developer,9.06,0.0,51.18,21.89,Not Recommended,None,None
3833,elizch551,Elizabeth Cherry,Content Writer,9.63,0.0,48.76,21.88,Not Recommended,None,None
3834,thomhe150,Thomas Herrera,AR/VR Developer,10.49,0.0,45.15,21.88,Not Recommended,None,None
3835,benjhu579,Benjamin Hunter,Full Stack Developer,10.34,0.0,45.78,21.88,Not Recommended,None,None
3836,alexsm292,Alexander Smith,IT Support Specialist,8.72,0.0,52.57,21.88,Not Recommended,None,None
3837,heatro334,Heather Robinson,Business Analyst,8.53,0.0,53.36,21.87,Not Recommended,None,None
3838,wandch755,Wanda Chen,Cloud Architect,8.42,0.0,53.81,21.87,Not Recommended,None,data analysis
3839,broowi737,Brooke Wilson,Robotics Engineer,6.83,0.0,60.52,21.87,Not Recommended,None,None
3840,mattfo467,Matthew Ford,System Administrator,7.71,0.0,56.79,21.87,Not Recommended,None,data analysis
3841,harima107,Kunal,Software Engineer,5.47,0.0,66.19,21.86,Not Recommended,None,None
3842,anaha627,Ana Harris,Content Writer,8.69,0.0,52.66,21.86,Not Recommended,None,None
3843,tyledi845,Tyler Dixon,Business Analyst,9.46,0.0,49.41,21.86,Not Recommended,None,None
3844,U_134,Benjamin,Product Manager,6.99,0.0,59.77,21.85,Not Recommended,None,None
3845,lisaho706,Lisa Ho,IT Support Specialist,9.23,0.0,50.34,21.85,Not Recommended,None,None
3846,billha949,Billy Harrison,Mobile App Developer,9.32,0.0,49.97,21.85,Not Recommended,None,None
3847,stevda694,Steve Davis,UX Designer,8.54,0.0,53.25,21.85,Not Recommended,None,None
3848,weslst887,Wesley Stevens,Human Resources Specialist,8.79,0.0,52.19,21.85,Not Recommended,None,machine learning
3849,rivash0404,vanshika kaur,software engineer,8.14,0.0,54.93,21.85,Not Recommended,None,None
3850,shirmo637,Shirley Morales,Robotics Engineer,9.64,0.0,48.62,21.85,Not Recommended,None,None
3851,harima166,Diya,Product Manager,5.59,0.0,65.65,21.85,Not Recommended,None,None
3852,jeffmu456,Jeffrey Murphy,UX Designer,7.84,0.0,56.15,21.84,Not Recommended,None,None
3853,noahga396,Noah Garrett,Robotics Engineer,9.59,0.0,48.8,21.84,Not Recommended,None,None
3854,jameta148,James Taylor,IT Support Specialist,8.85,0.0,51.91,21.84,Not Recommended,None,data science
3855,richal542,Richard Alvarez DDS,UX Designer,8.87,0.0,51.82,21.84,Not Recommended,None,None
3856,terrsc373,Terri Scott,UI Engineer,8.19,0.0,54.68,21.84,Not Recommended,None,data analysis
3857,jennsa761,Jennifer Sanchez,Data Architect,6.7,0.0,60.93,21.83,Not Recommended,None,None
3858,nichba588,Nicholas Bailey,Digital Marketing Specialist,10.02,0.0,46.93,21.83,Not Recommended,None,None
3859,cheror206,Cheryl Ortega,Cybersecurity Analyst,7.68,0.0,56.79,21.83,Not Recommended,None,None
3860,johnbl379,John Blevins,IT Support Specialist,9.84,0.0,47.7,21.83,Not Recommended,None,None
3861,megabr628,Megan Brown,Full Stack Developer,8.32,0.0,54.1,21.83,Not Recommended,None,None
3862,darlwi739,Darlene Williams,AI Researcher,7.12,0.0,59.15,21.83,Not Recommended,None,None
3863,dalewy134,Dale Wyatt,Mobile App Developer,9.17,0.0,50.48,21.82,Not Recommended,None,None
3864,jennta430,Jennifer Taylor,UI Engineer,6.62,0.0,61.23,21.82,Not Recommended,None,None
3865,ryanle278,Ryan Lewis,Cybersecurity Analyst,7.22,0.0,58.7,21.82,Not Recommended,None,None
3866,sharfi478,Sharon Fields,IT Support Specialist,8.4,0.0,53.68,21.81,Not Recommended,None,None
3867,harima187,Meera,UI Designer,7.57,0.0,57.18,21.81,Not Recommended,None,None
3868,mattca939,Matthew Caldwell,Database Administrator,6.95,0.0,59.79,21.81,Not Recommended,None,None
3869,josema342,Joseph Martinez,Business Analyst,9.86,0.0,47.54,21.81,Not Recommended,None,None
3870,daviba341,David Barnett,IT Support Specialist,8.52,0.0,53.19,21.81,Not Recommended,None,None
3871,georza780,George Zamora,Mobile App Developer,10.08,0.0,46.57,21.8,Not Recommended,None,None
3872,harima133,Liam,Data Analyst,7.69,0.0,56.66,21.8,Not Recommended,None,None
3873,rivash0897,hiral shukla,software engineer,8.96,0.0,51.25,21.79,Not Recommended,None,None
3874,danigr110,Danielle Greene,Blockchain Developer,8.34,0.0,53.87,21.79,Not Recommended,None,None
3875,justja489,Justin Jackson,Data Architect,8.49,0.0,53.23,21.79,Not Recommended,None,None
3876,lydida925,Lydia Davis,Blockchain Developer,8.68,0.0,52.43,21.79,Not Recommended,None,None
3877,maryph735,Mary Phillips,IT Support Specialist,7.89,0.0,55.76,21.79,Not Recommended,None,None
3878,melisa755,Melissa Salazar,Human Resources Specialist,9.04,0.0,50.93,21.79,Not Recommended,None,None
3879,judybu984,Judy Burton,Data Analyst,8.51,0.0,53.15,21.79,Not Recommended,None,None
3880,ricksa418,Rickey Sanders,UI Engineer,8.21,0.0,54.42,21.79,Not Recommended,None,None
3881,shawsm141,Shawn Smith MD,Cybersecurity Analyst,5.78,0.0,64.64,21.79,Not Recommended,None,None
3882,kathgr724,Kathleen Greene,Cloud Architect,7.73,0.0,56.45,21.79,Not Recommended,None,data analysis
3883,harima170,Diya,Software Engineer,5.98,0.0,63.76,21.78,Not Recommended,None,None
3884,stevsc742,Steven Scott,UX Designer,7.78,0.0,56.19,21.78,Not Recommended,None,None
3885,kimbsn137,Kimberly Snyder,UI Engineer,7.81,0.0,56.05,21.78,Not Recommended,None,None
3886,harima25,Lucas,Data Analyst,5.79,0.0,64.56,21.78,Not Recommended,None,None
3887,tammha618,Tammie Hanson,Blockchain Developer,8.64,0.0,52.57,21.78,Not Recommended,None,machine learning
3888,dr.ca983,Dr. Carlos Sawyer,Blockchain Developer,7.26,0.0,58.38,21.78,Not Recommended,None,None
3889,sherla559,Sherri Lara,Data Engineer,5.6,0.0,65.36,21.78,Not Recommended,None,None
3890,hannla339,Hannah Lam,UI Engineer,8.82,0.0,51.83,21.78,Not Recommended,None,machine learning
3891,robeal163,Robert Alexander,UI Engineer,7.68,0.0,56.57,21.77,Not Recommended,None,None
3892,harima41,Ethan,Data Analyst,7.55,0.0,57.11,21.77,Not Recommended,None,None
3893,apriro840,April Rodriguez,Blockchain Developer,9.43,0.0,49.22,21.77,Not Recommended,None,None
3894,mattmi104,Matthew Miller,DevOps Engineer,7.87,0.0,55.79,21.77,Not Recommended,None,None
3895,rivash0271,zev seth,data engineer,10.48,0.0,44.78,21.77,Not Recommended,None,None
3896,samupa222,Samuel Parker,IT Support Specialist,9.47,0.0,49.03,21.77,Not Recommended,None,None
3897,jonaco406,Jonathon Cooley,Robotics Engineer,9.28,0.0,49.86,21.77,Not Recommended,None,None
3898,victlo211,Victoria Lopez,Cybersecurity Analyst,10.52,0.0,44.64,21.77,Not Recommended,None,None
3899,KotaSai20,Viral Ghosh,Project Manager,9.56,0.0,48.63,21.76,Not Recommended,None,None
3900,tarawa688,Tara Ward,Data Engineer,8.3,0.0,53.93,21.76,Not Recommended,None,None
3901,jesuow313,Jesus Owens,Product Manager,5.88,0.0,64.13,21.76,Not Recommended,None,None
3902,shanho822,Shannon Holder,QA Engineer,6.01,0.0,63.54,21.75,Not Recommended,None,None
3903,jonawi653,Jonathan Wise,Content Writer,7.37,0.0,57.8,21.75,Not Recommended,None,None
3904,bradpa803,Bradley Parks DDS,Data Engineer,4.08,0.0,71.65,21.75,Not Recommended,None,None
3905,glorhu801,Gloria Hull,Mobile App Developer,9.95,0.0,46.94,21.75,Not Recommended,None,None
3906,mariga215,Maria Garner,AR/VR Developer,4.23,0.0,71.03,21.75,Not Recommended,None,None
3907,kimbje439,Kimberly Jensen,Cloud Architect,8.12,0.0,54.61,21.74,Not Recommended,None,None
3908,shawbo488,Shawn Bowen,AI Researcher,7.61,0.0,56.76,21.74,Not Recommended,None,None
3909,heidwa243,Heidi Washington MD,DevOps Engineer,8.88,0.0,51.41,21.74,Not Recommended,None,None
